Query Case No.,Similar Case No.,Similarity Score
C.A._1125_2014,C.A._1022_2012,0.9979
C.A._1125_2014,C.A._1194_2014,0.9982
C.A._1125_2014,C.A._308_2014,0.9989
C.A._1125_2014,C.A._2133_2006,0.9987
C.A._1125_2014,C.A._340_2002,0.9986
C.A._1125_2014,C.A._697_2008,0.9983
C.A._1125_2014,C.A.194-P_2010,0.9986
C.A._1125_2014,C.A._424_2015,0.9987
C.A._1125_2014,C.P._689-L_2015,0.9985
C.A._1125_2014,ca.1038_2000,0.9985
C.A._1125_2014,C.A._870_2014,0.9987
C.A._1125_2014,C.P._130_2015,0.9981
C.A._1125_2014,cpla_784_2014,0.9969
C.A._1125_2014,C.A._861_2007,0.9986
C.A._1125_2014,cma_193-194_2013,0.9987
C.A._1125_2014,cps_853-876_2014,0.991
C.A._1125_2014,C.A._503_2006,0.9986
C.A._1125_2014,Crl.O.P.92of2013,0.9967
C.A._1125_2014,Crl.A._12-P_2011,0.9985
C.A._1125_2014,Crl.P._15_2015,0.9988
C.A._1125_2014,Crl.P._604_2015,0.9987
C.A._1125_2014,judgement_,0.9987
C.A._1125_2014,Crl.A._24_2010,0.9985
C.A._1125_2014,Crl.O.P.92of2013-dt-9-10-2013,0.9984
C.A._1125_2014,judgement_C.A.10-2021,0.9986
C.A._1125_2014,judgement_C.A.1000-2006,0.9984
C.A._1125_2014,judgement_C.A.10-K-2019,0.9984
C.A._1125_2014,judgement_C.A.10-Q-2021,0.9985
C.A._1125_2014,judgement_C.A.1000-2020,0.9984
C.A._1125_2014,judgement_C.A.101-2011,0.9985
C.A._1125_2014,judgement_C.A.101-K-2022,0.9986
C.A._1125_2014,const.p.6_2011_final,0.9983
C.A._1125_2014,judgement_C.A.1009-2010,0.9985
C.A._1125_2014,judgement_C.A.1011-2024,0.9983
C.A._1125_2014,judgement_C.A.1022-2012,0.9979
C.A._1125_2014,judgement_C.A.1002-2014,0.9981
C.A._1125_2014,judgement_C.A.1018-2016,0.9984
C.A._1125_2014,judgement_C.A.1038-2000,0.9985
C.A._1125_2014,judgement_C.A.1010-2020,0.9983
C.A._1125_2014,judgement_C.A.1046-2024,0.9981
C.A._1125_2014,judgement_C.A.1033-2014,0.9985
C.A._1125_2014,judgement_C.A.1042-2018,0.9986
C.A._1125_2014,judgement_C.A.1076-2019,0.9983
C.A._1125_2014,judgement_C.A.1109-2013,0.9971
C.A._1125_2014,judgement_C.A.1079-2015,0.9982
C.A._1125_2014,judgement_C.A.110-L-2013,0.9985
C.A._1125_2014,judgement_C.A.108-2015,0.9985
C.A._1125_2014,judgement_C.A.1125-2014,1.0
C.A._1125_2014,judgement_C.A.1122-2013,0.9982
C.A._1125_2014,judgement_C.A.1125-2007,0.9984
C.A._1125_2014,judgement_C.A.1132-2007,0.9986
C.A._1125_2014,judgement_C.A.1086-2009,0.9985
C.A._1125_2014,judgement_C.A.1149-2015,0.9984
C.A._1125_2014,judgement_C.A.1137-2008,0.9986
C.A._1125_2014,judgement_C.A.1167-2020,0.9985
C.A._1125_2014,judgement_C.A.1169-2014,0.9984
C.A._1125_2014,judgement_C.A.1194-2014,0.9982
C.A._1125_2014,judgement_C.A.1184-2011,0.9987
C.A._1125_2014,judgement_C.A.1171-2013,0.9982
C.A._1125_2014,judgement_C.A.1208-2011,0.9984
C.A._1125_2014,judgement_C.A.1207-2004,0.9984
C.A._1125_2014,judgement_C.A.1191-2016,0.9984
C.A._1125_2014,judgement_C.A.1213-2015,0.9979
C.A._1125_2014,judgement_C.A.1219-2014,0.9984
C.A._1125_2014,judgement_C.A.1241-2013,0.9987
C.A._1125_2014,judgement_C.A.1255-2012,0.9983
C.A._1125_2014,judgement_C.A.1286-2018,0.9983
C.A._1125_2014,judgement_C.A.1291-2005,0.9986
C.A._1125_2014,judgement_C.A.1340-2018,0.9979
C.A._1125_2014,judgement_C.A.1242-2013,0.9985
C.A._1125_2014,judgement_C.A.125-K-2016,0.9984
C.A._1125_2014,judgement_C.A.134-P-2013,0.9986
C.A._1125_2014,judgement_C.A.1388-2017,0.9986
C.A._1125_2014,judgement_C.A.1359-2014,0.9984
C.A._1125_2014,judgement_C.A.1355-2006,0.9985
C.A._1125_2014,judgement_C.A.1428-2015,0.9983
C.A._1125_2014,judgement_C.A.1113-2017,0.9987
C.A._1125_2014,judgement_C.A.139-2013,0.9983
C.A._1125_2014,judgement_C.A.14-L-2013,0.9984
C.A._1125_2014,judgement_C.A.1460-2013,0.9983
C.A._1125_2014,judgement_C.A.140-L-2015,0.9985
C.A._1125_2014,judgement_C.A.1496-2019,0.9988
C.A._1125_2014,judgement_C.A.1519-2013,0.9986
C.A._1125_2014,judgement_C.A.1491-2013,0.9979
C.A._1125_2014,judgement_C.A.1525-2016,0.9986
C.A._1125_2014,judgement_C.A.149-2010,0.9986
C.A._1125_2014,judgement_C.A.150-2006,0.9986
C.A._1125_2014,judgement_C.A.1540-2006,0.9983
C.A._1125_2014,judgement_C.A.1546-2019,0.9985
C.A._1125_2014,judgement_C.A.1562-2020,0.9985
C.A._1125_2014,judgement_C.A.1595-2019,0.9987
C.A._1125_2014,judgement_C.A.1560-2008,0.9984
C.A._1125_2014,judgement_C.A.157-K-2016,0.9982
C.A._1125_2014,judgement_C.A.1612-2018,0.9983
C.A._1125_2014,judgement_C.A.16-2010,0.9982
C.A._1125_2014,judgement_C.A.1600-2006,0.9985
C.A._1125_2014,judgement_C.A.1628-2014,0.9983
C.A._1125_2014,judgement_C.A.1618-2019,0.9987
C.A._1125_2014,judgement_C.A.1547-2019,0.9985
C.A._1125_2014,judgement_C.A.167-Q-2005,0.9983
C.A._1125_2014,judgement_C.A.1671-2021,0.9984
C.A._1125_2014,judgement_C.A.1646-2000,0.9985
C.A._1125_2014,judgement_C.A.1793-2016,0.9983
C.A._1125_2014,judgement_C.A.1767-2019,0.9983
C.A._1125_2014,judgement_C.A.180-2015,0.9985
C.A._1125_2014,judgement_C.A.1797-2005,0.9983
C.A._1125_2014,judgement_C.A.185-2015,0.9983
C.A._1125_2014,judgement_C.A.185-L-2015,0.9983
C.A._1125_2014,judgement_C.A.1476-2018,0.9986
C.A._1125_2014,judgement_C.A.176-2015,0.9983
C.A._1125_2014,judgement_C.A.194-P-2010,0.9986
C.A._1125_2014,judgement_C.A.1772-2008,0.9985
C.A._1125_2014,judgement_C.A.1890-2002,0.9984
C.A._1125_2014,judgement_C.A.196-P-2014,0.9983
C.A._1125_2014,judgement_C.A.2013-2022,0.9985
C.A._1125_2014,judgement_C.A.194-2015,0.9982
C.A._1125_2014,judgement_C.A.2084-2016,0.9983
C.A._1125_2014,judgement_C.A.209-2025,0.9987
C.A._1125_2014,judgement_C.A.219-L-2015,0.9899
C.A._1125_2014,judgement_C.A.2133-2006,0.9987
C.A._1125_2014,judgement_C.A.204-L-2015,0.9979
C.A._1125_2014,judgement_C.A.212-2011,0.9982
C.A._1125_2014,judgement_C.A.221-2018,0.9983
C.A._1125_2014,judgement_C.A.2109-2016,0.9983
C.A._1125_2014,judgement_C.A.226-P-2018,0.9983
C.A._1125_2014,judgement_C.A.23-P-2017,0.9982
C.A._1125_2014,judgement_C.A.2206-2005,0.9985
C.A._1125_2014,judgement_C.A.231-2020,0.9985
C.A._1125_2014,judgement_C.A.239-2020,0.9986
C.A._1125_2014,judgement_C.A.232-2020,0.9985
C.A._1125_2014,judgement_C.A.25-K-2018,0.9982
C.A._1125_2014,judgement_C.A.248-P-2010,0.9982
C.A._1125_2014,judgement_C.A.251-2015,0.9983
C.A._1125_2014,judgement_C.A.24-K-2019,0.9985
C.A._1125_2014,judgement_C.A.2619-2016,0.9983
C.A._1125_2014,judgement_C.A.2755-2006,0.9985
C.A._1125_2014,judgement_C.A.288-2013,0.9984
C.A._1125_2014,judgement_C.A.224-2003,0.9988
C.A._1125_2014,judgement_C.A.297-2014,0.9983
C.A._1125_2014,judgement_C.A.308-2014,0.9989
C.A._1125_2014,judgement_C.A.269-2011,0.9984
C.A._1125_2014,judgement_C.A.294-2015,0.9983
C.A._1125_2014,judgement_C.A.319-2014,0.9982
C.A._1125_2014,judgement_C.A.284-2017,0.9985
C.A._1125_2014,judgement_C.A.321-L-2014,0.9985
C.A._1125_2014,Const.P.127of2012,0.9985
C.A._1125_2014,judgement_C.A.322-2018,0.9987
C.A._1125_2014,judgement_C.A.32-K-2018,0.9985
C.A._1125_2014,judgement_C.A.315-2022,0.9982
C.A._1125_2014,judgement_C.A.340-2002,0.9986
C.A._1125_2014,judgement_C.A.3-2018,0.9986
C.A._1125_2014,judgement_C.A.333-2024,0.9986
C.A._1125_2014,judgement_C.A.326-L-2020,0.9984
C.A._1125_2014,judgement_C.A.346-2020,0.9984
C.A._1125_2014,judgement_C.A.342-2014,0.9984
C.A._1125_2014,judgement_C.A.339-2016,0.9981
C.A._1125_2014,judgement_C.A.368-2011,0.9982
C.A._1125_2014,judgement_C.A.370-2020,0.9983
C.A._1125_2014,judgement_C.A.38-2014,0.9982
C.A._1125_2014,judgement_C.A.363-L-2015,0.9984
C.A._1125_2014,judgement_C.A.364-P-2019,0.9986
C.A._1125_2014,judgement_C.A.383-2013,0.9985
C.A._1125_2014,judgement_C.A.353-2015,0.9982
C.A._1125_2014,judgement_C.A.40-2021,0.9987
C.A._1125_2014,judgement_C.A.394-2014,0.9985
C.A._1125_2014,judgement_C.A.401-2015,0.9981
C.A._1125_2014,judgement_C.A.404-2011,0.9986
C.A._1125_2014,judgement_C.A.371-2020,0.9986
C.A._1125_2014,judgement_C.A.359-2013,0.9984
C.A._1125_2014,judgement_C.A.384-2014,0.9985
C.A._1125_2014,judgement_C.A.407-2013,0.9984
C.A._1125_2014,judgement_C.A.427-2013,0.9985
C.A._1125_2014,judgement_C.A.441-2021,0.9984
C.A._1125_2014,judgement_C.A.424-2015,0.9987
C.A._1125_2014,judgement_C.A.443-2021,0.9982
C.A._1125_2014,judgement_C.A.411-2013,0.9983
C.A._1125_2014,judgement_C.A.45-L-2018,0.9984
C.A._1125_2014,judgement_C.A.421-2018,0.9986
C.A._1125_2014,judgement_C.A.482-2014,0.9982
C.A._1125_2014,judgement_C.A.451-2017,0.9984
C.A._1125_2014,judgement_C.A.485-2020,0.9985
C.A._1125_2014,judgement_C.A.49-2015,0.9983
C.A._1125_2014,judgement_C.A.51-2011,0.9984
C.A._1125_2014,judgement_C.A.39-2010,0.9985
C.A._1125_2014,judgement_C.A.468-2010,0.9983
C.A._1125_2014,judgement_C.A.525-2013,0.9984
C.A._1125_2014,judgement_C.A.503-2006,0.9986
C.A._1125_2014,judgement_C.A.506-2011,0.9984
C.A._1125_2014,judgement_C.A.528-L-2012,0.9986
C.A._1125_2014,judgement_C.A.540-2021,0.9986
C.A._1125_2014,judgement_C.A.535-2015,0.9983
C.A._1125_2014,judgement_C.A.527-2020,0.9985
C.A._1125_2014,judgement_C.A.53-2015,0.9986
C.A._1125_2014,judgement_C.A.551-2020,0.9985
C.A._1125_2014,judgement_C.A.491-2012,0.9987
C.A._1125_2014,judgement_C.A.550-2020,0.9987
C.A._1125_2014,judgement_C.A.561-2020,0.9986
C.A._1125_2014,judgement_C.A.579-2021,0.9984
C.A._1125_2014,judgement_C.A.587-2017,0.9983
C.A._1125_2014,judgement_C.A.513-2014,0.9986
C.A._1125_2014,judgement_C.A.56-2011,0.9984
C.A._1125_2014,judgement_C.A.605-2015,0.9982
C.A._1125_2014,judgement_C.A.545-2015,0.9983
C.A._1125_2014,judgement_C.A.588-2017,0.9982
C.A._1125_2014,judgement_C.A.6-2016,0.9988
C.A._1125_2014,judgement_C.A.579-L-2012,0.9983
C.A._1125_2014,judgement_C.A.613-2014,0.9984
C.A._1125_2014,judgement_C.A.601-2019,0.9983
C.A._1125_2014,judgement_C.A.607-2021,0.9984
C.A._1125_2014,judgement_C.A.634-2014,0.9985
C.A._1125_2014,judgement_C.A.653-2014,0.9982
C.A._1125_2014,judgement_C.A.616-2006,0.9984
C.A._1125_2014,judgement_C.A.681-2020,0.9985
C.A._1125_2014,judgement_C.A.654-2021,0.9985
C.A._1125_2014,judgement_C.A.639-2014,0.9982
C.A._1125_2014,judgement_C.A.697-2008,0.9983
C.A._1125_2014,judgement_C.A.634-L-2012,0.998
C.A._1125_2014,judgement_C.A.704-2017,0.9983
C.A._1125_2014,judgement_C.A.668-2022,0.9984
C.A._1125_2014,judgement_C.A.694-2008,0.9984
C.A._1125_2014,judgement_C.A.718-2007,0.9986
C.A._1125_2014,judgement_C.A.654-2010,0.9985
C.A._1125_2014,judgement_C.A.723-2013,0.9985
C.A._1125_2014,judgement_C.A.710-2014,0.9985
C.A._1125_2014,judgement_C.A.754-2020,0.9986
C.A._1125_2014,judgement_C.A.760-2016,0.9987
C.A._1125_2014,judgement_C.A.756-2021,0.9987
C.A._1125_2014,judgement_C.A.749-2021,0.9987
C.A._1125_2014,judgement_C.A.785-2017,0.9941
C.A._1125_2014,judgement_C.A.786-2017,0.9941
C.A._1125_2014,judgement_C.A.731-2016,0.9987
C.A._1125_2014,judgement_C.A.77-2015,0.9986
C.A._1125_2014,judgement_C.A.774-2013,0.9982
C.A._1125_2014,judgement_C.A.749-2013,0.9986
C.A._1125_2014,judgement_C.A.799-2021,0.9985
C.A._1125_2014,judgement_C.A.799-2007,0.9987
C.A._1125_2014,judgement_C.A.794-2006,0.9983
C.A._1125_2014,judgement_C.A.8-L-2009,0.9982
C.A._1125_2014,judgement_C.A.82-K-2015,0.9986
C.A._1125_2014,judgement_C.A.825-2015,0.998
C.A._1125_2014,judgement_C.A.826-2016,0.9982
C.A._1125_2014,judgement_C.A.835-2021,0.9986
C.A._1125_2014,judgement_C.A.837-2011,0.9984
C.A._1125_2014,judgement_C.A.837-2015,0.9988
C.A._1125_2014,judgement_C.A.840-2017,0.9984
C.A._1125_2014,judgement_C.A.842-2024,0.9986
C.A._1125_2014,judgement_C.A.803-2016,0.9985
C.A._1125_2014,judgement_C.A.843-2012,0.9974
C.A._1125_2014,judgement_C.A.815-2016,0.9969
C.A._1125_2014,judgement_C.A.845-2010,0.9985
C.A._1125_2014,judgement_C.A.861-2007,0.9986
C.A._1125_2014,judgement_C.A.886-2014,0.9984
C.A._1125_2014,judgement_C.A.800-L-2013,0.9985
C.A._1125_2014,judgement_C.A.904-2013,0.9938
C.A._1125_2014,judgement_C.A.870-2014,0.9987
C.A._1125_2014,judgement_C.A.931-2020,0.9986
C.A._1125_2014,judgement_C.A.908-2012,0.9986
C.A._1125_2014,judgement_C.A.925-2020,0.9983
C.A._1125_2014,judgement_C.A.960-2017,0.9983
C.A._1125_2014,judgement_C.A.97-2021,0.9986
C.A._1125_2014,judgement_C.A.970-2003,0.9985
C.A._1125_2014,judgement_C.A.946-2014,0.9983
C.A._1125_2014,judgement_C.A.981-2018,0.9985
C.A._1125_2014,judgement_C.A.985-2020,0.9985
C.A._1125_2014,judgement_C.M.A.10566-2023,0.9986
C.A._1125_2014,judgement_C.A.982-2018,0.9977
C.A._1125_2014,judgement_C.M.A.10618-2018,0.9978
C.A._1125_2014,judgement_C.A.97-2003,0.9985
C.A._1125_2014,judgement_C.A.997-2010,0.9986
C.A._1125_2014,judgement_C.M.A.1652-2013,0.9981
C.A._1125_2014,judgement_C.M.A.1656-2015,0.9986
C.A._1125_2014,judgement_C.M.A.1674-2013,0.9985
C.A._1125_2014,judgement_C.M.A.193-2013,0.9987
C.A._1125_2014,judgement_C.M.A.204-2017,0.9983
C.A._1125_2014,judgement_C.M.A.2012-2023,0.9971
C.A._1125_2014,judgement_C.M.A.209-K-2014,0.9986
C.A._1125_2014,judgement_C.M.A.2376-2013,0.9968
C.A._1125_2014,judgement_C.M.A.2371-2012,0.9985
C.A._1125_2014,judgement_C.M.A.2380-2013,0.9973
C.A._1125_2014,judgement_C.M.A.1145-K-2013,0.9985
C.A._1125_2014,judgement_C.M.A.284-2021,0.9986
C.A._1125_2014,judgement_C.M.A.2769-2023,0.9982
C.A._1125_2014,judgement_C.M.A.290-2012,0.9981
C.A._1125_2014,judgement_C.M.A.2939-2017,0.9981
C.A._1125_2014,judgement_C.M.A.1243-2021,0.9984
C.A._1125_2014,judgement_C.M.A.2915-2013,0.9986
C.A._1125_2014,judgement_C.M.A.2943-2014,0.9988
C.A._1125_2014,judgement_C.M.A.2981-2010,0.9982
C.A._1125_2014,judgement_C.M.A.3325-2012,0.9984
C.A._1125_2014,judgement_C.M.A.3393-2013,0.9984
C.A._1125_2014,judgement_C.M.A.3470-2013,0.998
C.A._1125_2014,judgement_C.M.A.376-K-2016,0.9986
C.A._1125_2014,judgement_C.M.A.3685-2012,0.9985
C.A._1125_2014,judgement_C.A.876-2005,0.9985
C.A._1125_2014,judgement_C.M.A.3986-2017,0.9979
C.A._1125_2014,judgement_C.M.A.3221-2012,0.9984
C.A._1125_2014,judgement_C.A.792-2005,0.9981
C.A._1125_2014,judgement_C.M.A.4109-2015,0.9965
C.A._1125_2014,judgement_C.M.A.4581-2013,0.9979
C.A._1125_2014,judgement_C.M.A.4671-2012,0.9985
C.A._1125_2014,judgement_C.M.A.4821-2018,0.9983
C.A._1125_2014,judgement_C.M.A.490-2021,0.9982
C.A._1125_2014,judgement_C.M.A.4053-2018,0.9985
C.A._1125_2014,judgement_C.M.A.5216-2012,0.9983
C.A._1125_2014,judgement_C.M.A.5602-2021,0.9976
C.A._1125_2014,judgement_C.M.A.6309-2018,0.9985
C.A._1125_2014,judgement_C.M.A.4918-2012,0.9982
C.A._1125_2014,judgement_C.M.A.6155-2018,0.9983
C.A._1125_2014,judgement_C.M.A.64-2013,0.9979
C.A._1125_2014,judgement_C.M.A.7546-2013,0.9957
C.A._1125_2014,judgement_C.M.A.7679-2013,0.998
C.A._1125_2014,judgement_C.M.A.7139-2019,0.9985
C.A._1125_2014,judgement_C.M.A.3932-2023,0.9985
C.A._1125_2014,judgement_C.M.A.7084-2020,0.9982
C.A._1125_2014,judgement_C.M.A.908-2014,0.9987
C.A._1125_2014,judgement_C.M.APPEAL.1-2012,0.9984
C.A._1125_2014,judgement_C.M.Appeal.89-2024,0.9982
C.A._1125_2014,judgement_C.P.1-2013,0.9956
C.A._1125_2014,judgement_C.M.A.687-2017,0.9979
C.A._1125_2014,judgement_C.P.126-2012,0.9987
C.A._1125_2014,judgement_C.M.A.7923-2019,0.9982
C.A._1125_2014,judgement_C.P.105-2012,0.9984
C.A._1125_2014,judgement_C.P.14-2023,0.9984
C.A._1125_2014,judgement_C.P.2-2024,0.9978
C.A._1125_2014,judgement_C.P.11-2010,0.9974
C.A._1125_2014,judgement_C.P.21-2022,0.9973
C.A._1125_2014,judgement_C.P.20-2009,0.9961
C.A._1125_2014,judgement_C.P.10-2019,0.9983
C.A._1125_2014,judgement_C.P.22-2009,0.9983
C.A._1125_2014,judgement_C.M.A.2745-2009,0.9984
C.A._1125_2014,judgement_C.P.24-2023,0.9983
C.A._1125_2014,judgement_C.P.26-2013,0.9984
C.A._1125_2014,judgement_C.P.26-2016,0.9981
C.A._1125_2014,judgement_C.P.29-2011,0.9983
C.A._1125_2014,judgement_C.P.29-2016,0.9975
C.A._1125_2014,judgement_C.P.3-2011,0.9985
C.A._1125_2014,judgement_C.P.24-2017,0.9985
C.A._1125_2014,judgement_C.P.17-2019,0.9984
C.A._1125_2014,judgement_C.P.32-2013,0.9982
C.A._1125_2014,judgement_C.P.33-2005,0.9982
C.A._1125_2014,judgement_C.P.35-2013,0.9987
C.A._1125_2014,judgement_C.P.33-2013,0.9985
C.A._1125_2014,judgement_C.P.31-2011,0.9981
C.A._1125_2014,judgement_C.P.36-2005,0.9986
C.A._1125_2014,judgement_C.P.29-2017,0.9985
C.A._1125_2014,judgement_C.P.21-2023,0.9984
C.A._1125_2014,judgement_C.P.39-2019,0.9984
C.A._1125_2014,judgement_C.P.39-2007,0.9975
C.A._1125_2014,judgement_C.P.40-2012,0.9939
C.A._1125_2014,judgement_C.P.42-2011,0.9955
C.A._1125_2014,judgement_C.P.46-2010,0.9983
C.A._1125_2014,judgement_C.P.39-2016,0.9984
C.A._1125_2014,judgement_C.P.48-2019,0.9983
C.A._1125_2014,judgement_C.P.5-2023,0.9986
C.A._1125_2014,judgement_C.P.5-2024,0.9982
C.A._1125_2014,judgement_C.P.5-2011,0.9984
C.A._1125_2014,judgement_C.P.58-2010,0.9987
C.A._1125_2014,judgement_C.P.38-2016,0.9983
C.A._1125_2014,judgement_C.P.6-2023,0.9974
C.A._1125_2014,judgement_C.P.5-2012,0.9986
C.A._1125_2014,judgement_C.P.6-2011,0.9983
C.A._1125_2014,judgement_C.P.7-2024,0.9985
C.A._1125_2014,judgement_C.P.59-2011,0.9985
C.A._1125_2014,judgement_C.P.73-2011,0.9986
C.A._1125_2014,judgement_C.P.5-2004,0.996
C.A._1125_2014,judgement_C.P.72-2015,0.9984
C.A._1125_2014,judgement_C.P.77-2010,0.9982
C.A._1125_2014,judgement_C.P.77-2012,0.9925
C.A._1125_2014,judgement_C.P.60-2010,0.9984
C.A._1125_2014,judgement_C.P.9-2005,0.9985
C.A._1125_2014,judgement_C.P.76-2018,0.9981
C.A._1125_2014,judgement_C.P.9-2023,0.9983
C.A._1125_2014,judgement_C.P.9-2009,0.9985
C.A._1125_2014,judgement_C.P.9-2010,0.9986
C.A._1125_2014,judgement_C.P.97-2014,0.9986
C.A._1125_2014,judgement_C.P.L.A.100-Q-2023,0.9983
C.A._1125_2014,judgement_C.P.L.A.1002-2025,0.9983
C.A._1125_2014,judgement_C.P.9-2014,0.9988
C.A._1125_2014,judgement_C.P.91-2011,0.9985
C.A._1125_2014,judgement_C.P.L.A.1049-2009,0.9986
C.A._1125_2014,judgement_C.P.L.A.1088-2016,0.9984
C.A._1125_2014,judgement_C.P.L.A.1032-K-2025,0.9985
C.A._1125_2014,judgement_C.P.L.A.1097-L-2004,0.9985
C.A._1125_2014,judgement_C.P.L.A.110-2023,0.9987
C.A._1125_2014,judgement_C.P.L.A.1092-2018,0.9985
C.A._1125_2014,judgement_C.P.L.A.1124-K-2023,0.9983
C.A._1125_2014,judgement_C.P.L.A.1017-L-2011,0.9983
C.A._1125_2014,judgement_C.P.L.A.1165-2021,0.9985
C.A._1125_2014,judgement_C.P.L.A.1181-L-2016,0.9985
C.A._1125_2014,judgement_C.P.L.A.1171-2021,0.9983
C.A._1125_2014,judgement_C.P.9-2006,0.9984
C.A._1125_2014,judgement_C.P.L.A.1107-L-2015,0.9984
C.A._1125_2014,judgement_C.P.L.A.1191-2017,0.9982
C.A._1125_2014,judgement_C.P.L.A.1368-K-2023,0.9982
C.A._1125_2014,judgement_C.P.L.A.1340-2014,0.9984
C.A._1125_2014,judgement_C.P.L.A.130-2015,0.9981
C.A._1125_2014,judgement_C.P.L.A.1378-L-2013,0.9981
C.A._1125_2014,judgement_C.P.L.A.1193-2020,0.9988
C.A._1125_2014,judgement_C.P.L.A.146-P-2015,0.9984
C.A._1125_2014,judgement_C.P.L.A.147-K-2023,0.9985
C.A._1125_2014,judgement_C.P.L.A.1444-2019,0.9978
C.A._1125_2014,judgement_C.P.L.A.1472-2013,0.9987
C.A._1125_2014,judgement_C.P.L.A.1369-L-2019,0.9986
C.A._1125_2014,judgement_C.P.L.A.1499-L-2012,0.9981
C.A._1125_2014,judgement_C.P.L.A.1515-2016,0.9862
C.A._1125_2014,judgement_C.P.L.A.1532-L-2005,0.9984
C.A._1125_2014,judgement_C.P.L.A.1542-2017,0.9985
C.A._1125_2014,judgement_C.P.L.A.1503-2022,0.998
C.A._1125_2014,judgement_C.P.L.A.159-P-2014,0.9985
C.A._1125_2014,judgement_C.P.L.A.1575-2024,0.9983
C.A._1125_2014,judgement_C.P.L.A.1646-L-2014,0.9986
C.A._1125_2014,judgement_C.P.L.A.1662-2016,0.9984
C.A._1125_2014,judgement_C.P.L.A.1684-2025,0.9982
C.A._1125_2014,judgement_C.P.L.A.1598-2016,0.9984
C.A._1125_2014,judgement_C.P.L.A.173-2017,0.9983
C.A._1125_2014,judgement_C.P.L.A.1569-L-2005,0.9986
C.A._1125_2014,judgement_C.P.L.A.173-Q-2023,0.9983
C.A._1125_2014,judgement_C.P.L.A.1702-2015,0.9983
C.A._1125_2014,judgement_C.P.L.A.1700-2011,0.9986
C.A._1125_2014,judgement_C.P.L.A.18-P-2021,0.9985
C.A._1125_2014,judgement_C.P.L.A.1800-2015,0.9835
C.A._1125_2014,judgement_C.P.L.A.1774-2014,0.9985
C.A._1125_2014,judgement_C.P.L.A.1841-2025,0.9984
C.A._1125_2014,judgement_C.P.L.A.182-2025,0.9984
C.A._1125_2014,judgement_C.P.127-2012,0.9985
C.A._1125_2014,judgement_C.P.L.A.1774-2015,0.9985
C.A._1125_2014,judgement_C.P.L.A.187-Q-2024,0.9983
C.A._1125_2014,judgement_C.P.L.A.1882-2016,0.9984
C.A._1125_2014,judgement_C.P.L.A.1925-2020,0.9985
C.A._1125_2014,judgement_C.P.L.A.1925-2024,0.9986
C.A._1125_2014,judgement_C.P.L.A.1974-L-2020,0.9984
C.A._1125_2014,judgement_C.P.L.A.1866-L-2023,0.9986
C.A._1125_2014,judgement_C.P.L.A.2117-2016,0.9983
C.A._1125_2014,judgement_C.P.L.A.1573-2024,0.9984
C.A._1125_2014,judgement_C.P.L.A.1965-2019,0.9984
C.A._1125_2014,judgement_C.P.L.A.2066-2013,0.9986
C.A._1125_2014,judgement_C.P.L.A.2144-2016,0.9984
C.A._1125_2014,judgement_C.P.L.A.2108-2018,0.9987
C.A._1125_2014,judgement_C.P.L.A.2124-2013,0.9986
C.A._1125_2014,judgement_C.P.L.A.22-Q-2020,0.9982
C.A._1125_2014,judgement_C.P.L.A.223-P-2012,0.9983
C.A._1125_2014,judgement_C.P.L.A.225-P-2023,0.9979
C.A._1125_2014,judgement_C.P.L.A.2167-2014,0.9985
C.A._1125_2014,judgement_C.P.L.A.2242-2022,0.9984
C.A._1125_2014,judgement_C.P.L.A.2255-2010,0.9984
C.A._1125_2014,judgement_C.P.L.A.2293-L-2016,0.9987
C.A._1125_2014,judgement_C.P.L.A.2280-2015,0.9899
C.A._1125_2014,judgement_C.P.L.A.2093-2015,0.9986
C.A._1125_2014,judgement_C.P.L.A.2222-2016,0.9982
C.A._1125_2014,judgement_C.P.L.A.2330-L-2019,0.9984
C.A._1125_2014,judgement_C.P.L.A.2313-2024,0.9981
C.A._1125_2014,judgement_C.P.L.A.2305-L-2016,0.9983
C.A._1125_2014,judgement_C.P.L.A.2408-L-2009,0.9984
C.A._1125_2014,judgement_C.P.L.A.2420-2015,0.9985
C.A._1125_2014,judgement_C.P.L.A.2379-2016,0.9986
C.A._1125_2014,judgement_C.P.L.A.2338-L-2017,0.9982
C.A._1125_2014,judgement_C.P.L.A.2411-2014,0.9983
C.A._1125_2014,judgement_C.P.L.A.25-Q-2014,0.9983
C.A._1125_2014,judgement_C.P.L.A.2547-2023,0.9984
C.A._1125_2014,judgement_C.P.L.A.2522-2024,0.9985
C.A._1125_2014,judgement_C.P.L.A.2515-2015,0.9984
C.A._1125_2014,judgement_C.P.L.A.2555-2022,0.9983
C.A._1125_2014,judgement_C.P.L.A.258-2017,0.998
C.A._1125_2014,judgement_C.P.L.A.2532-2015,0.9979
C.A._1125_2014,judgement_C.P.L.A.2580-2020,0.9982
C.A._1125_2014,judgement_C.P.L.A.264-P-2010,0.9983
C.A._1125_2014,judgement_C.P.L.A.2594-2020,0.9984
C.A._1125_2014,judgement_C.P.L.A.272-2016,0.9862
C.A._1125_2014,judgement_C.P.L.A.2734-L-2023,0.9983
C.A._1125_2014,judgement_C.P.L.A.275-2016,0.9983
C.A._1125_2014,judgement_C.P.L.A.2669-2016,0.9987
C.A._1125_2014,judgement_C.P.L.A.2814-2018,0.9987
